image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11
523456,0,5,12,52,75,40,11,3,0,3
197575,2,11,27,63,86,41,17,15,1,0
887617,2,2,5,25,60,61,16,8,1,2
337950,0,4,13,34,65,58,30,9,5,3
60238,0,1,9,25,55,26,12,4,2,1
456316,0,0,7,51,102,56,13,3,7,2
275014,23,45,74,76,33,16,4,0,1,0
45608,1,12,25,62,65,45,18,7,3,0
500864,4,10,12,37,58,34,9,3,0,1
709095,0,3,8,20,76,47,21,4,5,0
3760,10,30,46,55,50,31,15,7,2,0
816897,1,3,12,29,59,25,19,8,0,1
319641,1,2,8,9,31,75,52,29,11,6
403443,1,2,7,31,88,34,15,3,1,0
626147,0,1,6,23,86,62,39,14,5,2
805016,1,4,10,11,39,49,34,19,4,4
457776,1,3,6,56,67,58,18,5,4,2
17131,2,8,15,45,48,47,25,18,5,1
434119,9,4,16,48,66,43,25,10,2,6
728027,1,5,6,18,71,39,14,8,2,1
781132,2,2,10,41,72,23,9,0,2,0
372872,1,2,11,36,81,61,23,6,3,5
852256,0,1,4,24,80,49,14,4,2,1
891121,2,0,5,9,32,58,25,12,3,1
732893,1,7,15,43,74,46,17,6,0,1
684071,0,0,3,8,32,56,45,14,10,1
749338,0,0,10,13,61,70,18,11,6,3
6864,10,14,36,50,89,39,20,7,2,1
468683,0,1,2,10,36,54,53,43,23,10
356985,0,3,6,17,47,50,37,20,7,6
938065,0,4,9,29,44,38,8,3,0,1
545743,0,0,1,23,63,26,5,1,0,0
852513,3,9,14,28,70,58,13,6,3,2
44701,14,18,46,57,41,35,10,10,3,0
175799,0,4,10,31,57,36,21,11,7,3
2627,1,12,17,54,66,35,16,11,0,0
390441,0,1,6,20,62,57,19,10,1,1
808602,0,0,6,22,53,52,11,2,2,1
355813,0,1,5,13,66,61,32,12,6,4
80075,0,2,9,23,66,55,20,9,5,0
544164,0,0,2,18,42,48,27,11,3,1
384159,0,4,8,29,67,33,15,9,2,0
2278,0,2,7,14,33,38,46,50,34,6
117281,1,1,13,37,63,93,50,29,21,11
19821,1,5,9,24,67,40,39,12,8,2
696576,1,1,4,11,35,50,27,29,11,9
25466,6,8,26,33,34,8,5,1,0,0
285345,1,2,9,12,67,71,40,24,11,6
4481,25,42,50,58,43,21,7,5,0,1
824318,4,3,12,29,45,34,11,4,2,0
442771,1,4,2,32,77,64,25,15,2,3
834278,1,5,16,38,81,69,19,5,4,2
634574,2,4,31,61,80,35,13,3,0,2
107257,1,6,6,22,44,79,64,43,25,13
121866,1,1,17,55,87,71,46,21,5,3
632955,0,1,7,38,99,52,20,4,2,2
773013,11,16,28,41,49,42,13,5,0,2
71729,12,32,58,73,58,20,11,1,0,0
750718,1,2,2,5,20,45,33,29,15,18
898188,20,18,43,82,68,19,7,3,1,0
569416,2,3,4,37,57,46,8,7,0,1
910755,8,9,24,35,90,53,14,8,8,0
365905,0,1,3,14,48,58,47,24,15,1
446099,2,0,13,41,95,67,19,5,3,0
116193,0,2,0,19,55,49,31,17,8,3
141678,1,3,17,63,74,36,16,4,2,1
437738,0,0,1,18,58,74,70,28,11,3
273165,6,17,31,83,99,32,20,5,0,4
479680,1,5,24,76,101,40,11,4,3,0
13019,63,46,38,35,14,2,3,0,1,0
326076,0,4,13,30,63,65,38,23,13,5
398677,14,12,34,57,91,72,32,11,10,3
915969,4,8,20,35,62,30,8,6,3,0
932272,1,1,9,20,65,51,23,7,2,1
181388,4,10,24,66,105,60,21,2,2,1
472602,4,6,22,55,67,36,10,5,2,0
867800,2,10,13,54,84,44,8,4,1,2
445766,0,1,2,25,72,60,30,18,4,2
271360,2,4,11,25,55,69,47,29,17,13
450564,0,3,8,49,78,94,37,24,4,2
7202,42,47,50,54,41,13,11,4,3,2
132187,0,2,9,22,58,102,79,35,17,11
911279,2,6,9,34,68,28,10,1,1,1
575038,5,4,11,37,55,43,22,9,2,0
339232,2,4,7,23,72,72,45,19,6,7
628349,5,15,25,68,75,25,4,4,0,0
10895,0,0,8,21,44,49,41,45,12,8
76272,2,5,22,55,53,22,9,3,0,0
800652,2,2,5,25,53,67,24,9,4,0
398332,4,13,28,63,76,31,3,4,2,0
578944,0,0,3,7,52,70,32,12,4,1
599610,0,1,0,33,60,41,9,1,0,0
828686,8,15,30,64,93,34,9,1,0,1
226807,0,2,3,18,51,56,50,33,25,18
704768,0,0,1,6,22,46,48,27,10,8
322811,0,0,5,20,56,69,34,18,4,5
864971,4,3,15,40,51,29,6,3,0,1
9435,0,2,9,31,54,52,49,22,15,6
339682,0,2,10,28,63,48,25,5,2,1
836854,1,1,10,17,58,53,11,4,0,0
664873,0,2,5,6,34,42,37,21,13,1
613004,12,7,23,64,56,44,10,3,4,0
205802,0,2,11,33,65,77,50,25,13,7
750995,1,0,8,11,52,64,19,5,5,0
456763,4,9,20,73,64,27,5,2,2,1
798050,3,4,12,23,53,58,47,15,9,3
127633,0,1,6,23,65,59,25,4,2,3
166093,1,8,21,60,111,65,18,6,0,1
89047,2,8,21,42,76,72,37,16,8,1
778054,0,0,1,14,59,67,32,20,8,3
232559,0,3,9,20,39,81,45,19,16,3
741422,1,2,12,54,147,82,28,9,3,1
402483,2,5,8,22,50,40,25,8,2,2
255388,0,1,10,22,79,90,75,49,23,12
937675,1,8,19,46,49,27,15,1,2,0
88258,4,11,29,61,55,16,9,1,1,2
778585,0,0,3,12,53,48,17,4,1,1
668599,0,2,8,30,52,32,4,4,1,0
682357,1,12,26,49,78,38,5,5,0,0
18118,0,5,8,23,49,51,46,28,12,2
758264,0,12,26,58,85,30,10,1,2,1
462678,1,1,7,31,59,46,22,6,1,3
118132,2,2,14,36,67,34,19,14,3,3
372993,5,13,28,64,66,25,16,11,1,1
245837,2,4,19,68,112,50,22,10,1,1
101487,15,33,54,109,73,22,9,1,0,2
544797,0,0,1,10,29,43,18,6,1,1
885469,0,0,3,31,41,29,12,6,4,0
576244,0,2,5,30,71,32,14,2,2,0
691724,4,8,8,41,57,21,7,2,0,0
772311,3,12,37,115,188,104,27,6,5,3
221954,5,7,37,76,142,74,27,16,6,1
514969,0,0,5,17,63,55,17,7,1,0
246157,2,4,10,47,77,70,39,13,4,2
536583,0,0,2,19,52,60,33,13,7,3
175887,4,10,38,62,89,44,12,5,2,0
73999,0,9,20,48,54,23,10,1,2,0
263999,1,1,4,24,94,87,49,10,1,2
62249,2,8,29,47,60,53,25,20,5,2
486406,1,6,16,45,67,30,14,7,4,4
440256,0,4,8,35,60,53,28,15,3,4
585407,0,1,4,10,32,61,38,23,21,13
875066,3,1,7,18,53,60,39,14,6,1
229753,2,9,24,88,110,40,13,5,0,1
62282,7,28,63,79,45,11,3,1,1,1
237341,0,9,20,38,84,44,14,4,1,0
502556,1,9,13,77,116,32,4,3,0,1
943403,10,11,17,30,59,54,27,14,5,0
904278,2,10,20,62,47,16,2,1,0,0
126084,2,4,26,50,76,27,11,3,0,1
733948,1,3,5,19,33,49,35,30,4,0
522155,1,0,4,20,64,45,14,2,2,1
57881,1,0,2,8,29,38,47,26,14,8
448612,0,0,4,23,67,68,23,13,5,2
514346,0,1,13,61,76,26,8,1,1,0
532154,0,0,1,8,27,57,32,9,2,1
766152,14,14,28,45,45,20,12,6,1,1
562624,0,0,1,16,60,68,14,3,4,0
722493,0,0,2,5,38,53,26,21,8,1
743462,0,0,3,4,37,106,100,62,26,15
863787,0,1,3,14,39,57,42,17,13,4
464740,1,0,5,17,41,61,39,16,6,4
160585,0,3,14,36,71,81,47,29,11,4
393975,5,8,27,46,76,22,9,2,1,0
795835,5,8,20,52,59,32,13,11,1,0
603304,0,2,3,22,43,48,16,9,4,0
244954,0,3,12,18,73,87,60,22,9,7
7761,2,5,17,42,74,67,38,32,9,4
15903,6,6,15,29,27,18,4,2,0,0
95184,18,43,50,56,47,9,4,0,0,1
671172,1,0,2,20,55,37,25,8,4,1
317086,1,0,7,21,37,38,22,11,8,1
342962,0,0,0,6,21,55,40,20,14,3
955590,0,0,5,10,50,48,18,6,1,2
344282,1,4,24,62,87,46,20,4,1,1
528693,1,0,2,11,24,53,51,32,21,14
368494,1,0,9,27,69,90,31,17,5,0
306222,2,9,22,37,63,50,25,14,4,8
622786,0,0,1,32,69,81,32,16,6,3
912051,0,1,0,5,35,47,23,12,4,1
544644,0,4,18,31,41,14,5,1,2,0
199313,4,22,40,78,96,34,13,5,1,2
467267,0,1,0,31,64,50,9,5,0,1
843283,1,2,16,37,60,38,9,5,2,1
885319,6,9,16,46,58,15,2,1,0,1
751335,0,1,9,8,60,68,46,31,14,2
325106,5,2,24,45,70,36,6,10,2,0
79954,1,4,6,22,53,46,27,11,7,5
560453,7,3,11,50,90,58,34,10,2,2
677155,8,12,22,46,64,16,5,3,1,0
892456,0,1,7,26,49,26,6,2,0,1
801073,0,2,4,21,50,50,13,2,2,0
936798,1,1,6,22,64,78,27,7,3,1
12382,0,2,5,16,43,51,37,17,16,2
745630,0,0,1,4,33,53,34,24,6,2
150768,9,24,56,102,97,26,11,5,2,0
190244,4,15,23,77,77,59,41,17,5,1
929672,7,9,19,45,67,17,6,0,2,0
636384,1,0,1,27,46,43,13,11,2,1
358048,2,2,6,14,45,96,41,37,25,11
679295,20,27,42,53,23,3,2,2,0,0
793220,1,6,14,31,55,28,2,3,0,0
708468,2,2,7,26,81,40,15,9,3,3
578958,13,12,21,55,54,21,11,3,0,2
480901,0,2,5,20,50,56,23,15,7,3
23813,5,4,6,31,53,50,36,25,5,1
115159,1,3,8,26,56,54,39,12,5,3
855972,4,13,24,63,103,50,15,7,0,1
211842,2,2,18,34,85,63,14,5,2,5
465306,2,14,19,61,50,16,0,2,1,1
435443,0,0,2,8,19,45,55,58,46,45
570518,0,0,1,8,28,55,41,27,12,2
405949,3,9,28,56,100,66,23,6,4,0
145758,4,13,23,95,127,42,14,2,2,0
658710,2,2,12,43,110,58,18,5,5,1
948168,0,4,5,9,42,54,35,11,6,4
54074,1,6,7,22,28,69,50,29,17,14
562053,1,0,4,21,47,67,19,7,1,1
254568,4,5,15,48,69,58,27,20,8,3
9581,1,9,20,32,59,47,38,27,5,5
803940,0,1,5,20,35,54,39,12,4,3
912609,2,0,6,12,40,37,18,6,1,0
409285,1,2,5,11,59,97,56,31,12,8
680338,10,3,12,27,45,51,17,5,4,1
70086,3,6,18,55,76,66,29,19,10,4
802922,0,3,8,28,62,23,13,3,3,1
77400,0,10,27,63,83,49,17,5,2,1
778263,3,4,6,32,48,43,14,1,5,0
518816,0,0,3,15,68,64,35,11,7,1
677888,3,2,6,14,60,77,39,18,4,1
704049,8,12,27,67,66,25,5,6,1,0
650547,0,1,8,20,54,64,38,13,1,2
857171,1,1,6,20,54,32,16,4,1,0
652693,1,0,6,18,33,57,26,14,2,4
336365,1,8,14,66,94,54,17,8,6,0
583207,3,3,10,35,46,22,7,2,0,4
817397,0,0,2,12,30,54,23,8,1,4
653480,0,3,9,40,67,43,14,8,3,2
775708,0,1,4,8,62,55,38,15,6,1
910773,5,6,15,43,99,49,30,8,2,2
2233,8,18,60,67,40,18,16,3,1,1
290102,1,4,6,22,69,48,39,13,9,4
420800,1,6,10,27,60,69,38,13,4,4
474609,0,1,4,6,28,58,38,20,8,2
8274,1,1,2,10,25,59,66,44,28,27
751977,1,1,6,14,48,58,28,7,1,1
766071,0,1,9,34,97,61,33,12,4,2
840394,2,0,3,19,42,40,20,4,0,3
781076,4,7,20,52,57,18,7,3,1,1
670098,0,0,2,17,55,44,25,7,5,0
797627,2,4,12,19,72,63,18,7,5,1
453973,1,2,3,25,55,63,27,13,4,3
271304,15,24,52,85,80,28,10,4,3,1
606713,2,1,16,45,36,6,3,3,0,2
105533,13,33,51,71,47,30,10,6,4,0
933033,0,0,0,5,20,38,42,25,11,4
63006,0,5,16,32,63,64,52,13,4,2
258223,6,7,25,40,88,72,42,10,3,1
464973,0,0,3,21,60,53,20,8,3,3
860916,3,4,2,7,16,37,49,69,42,36
596872,0,0,1,12,39,54,21,11,4,1
632679,1,2,7,60,88,32,5,2,0,0
846135,0,2,4,20,53,46,10,3,0,0
287956,1,3,5,21,54,49,38,13,11,2
711370,6,12,25,63,62,14,7,2,2,0
290438,0,0,3,8,33,39,46,19,15,6
627101,0,0,1,5,33,56,48,21,8,2
757545,1,1,4,3,38,51,33,12,9,4
121657,6,10,47,92,100,24,10,4,0,2
772477,1,0,21,37,180,167,61,20,6,0
62598,15,36,57,83,44,12,2,0,0,2
202247,7,7,18,39,58,44,43,18,11,3
840540,0,2,4,5,29,51,43,33,26,24
756409,0,3,8,24,91,84,14,2,0,0
637006,3,7,23,66,72,41,15,1,1,0
403994,0,4,7,39,83,43,12,4,0,0
605816,0,1,5,26,63,48,30,18,8,4
671293,0,0,2,11,38,54,36,15,5,1
490198,1,1,9,37,58,30,10,3,1,0
148124,1,6,15,37,86,95,68,35,17,7
916354,0,7,11,19,68,52,20,5,0,2
630607,5,12,18,48,109,109,37,20,4,4
221857,2,10,37,76,125,79,43,20,8,8
822134,0,1,4,17,42,36,11,4,2,0
206098,3,4,15,36,61,66,37,26,7,4
474429,7,3,18,67,85,30,7,1,0,1
833713,4,5,7,42,66,60,14,9,4,2
10665,0,4,3,16,30,21,9,4,2,0
802701,2,2,4,13,44,35,8,2,1,0
36939,4,7,15,31,56,53,19,9,8,1
187610,0,9,28,41,90,53,23,8,8,2
21244,6,7,23,26,38,44,20,10,6,2
319277,2,13,32,67,72,24,12,3,1,1
236770,0,0,5,18,71,60,22,10,3,0
394185,0,0,3,5,39,58,54,30,7,4
599211,5,7,27,88,95,30,15,12,1,0
791534,2,1,7,25,52,24,4,0,3,0
584292,0,2,2,26,63,42,21,7,4,1
585690,1,3,11,25,56,46,42,13,6,3
793730,8,26,36,54,42,17,6,3,2,1
950799,1,0,4,8,35,51,39,23,6,2
780347,2,5,8,56,65,28,8,2,0,2
84634,0,3,12,34,68,46,25,8,5,1
921666,3,9,15,30,75,30,15,8,0,1
132341,0,2,14,57,78,38,9,3,0,0
937820,1,5,22,38,64,26,8,3,1,0
437290,0,2,4,48,81,80,22,16,1,2
37172,2,4,19,28,63,48,21,8,1,0
73383,3,7,12,44,50,30,9,6,1,1
636921,2,6,22,38,70,46,25,14,3,4
416893,0,1,10,13,39,77,80,49,15,11
606451,1,4,7,38,50,53,29,17,5,0
680475,1,0,1,6,24,30,61,41,29,28
457952,0,2,7,32,49,53,17,8,3,2
924656,0,1,4,3,18,53,51,24,10,5
345239,0,2,9,26,49,58,22,9,2,2
542475,0,1,0,23,50,29,7,5,0,1
54692,1,6,17,35,71,53,30,17,8,7
356692,0,3,18,38,70,42,10,6,2,1
625931,7,23,33,95,51,19,3,0,1,1
954011,0,0,1,11,42,43,15,3,3,3
2103,1,3,5,18,48,55,59,37,14,2
78634,1,0,10,37,54,27,10,7,2,3
237317,15,31,48,87,38,19,4,2,1,1
887539,1,0,7,14,61,68,42,21,9,8
449767,0,1,3,16,43,107,67,40,23,14
193986,1,16,30,91,74,37,13,6,2,1
345683,3,2,8,29,51,80,49,40,10,7
745150,1,3,6,27,55,45,18,2,2,1
98462,2,3,27,46,78,65,31,15,6,2
346399,4,7,21,61,95,58,19,3,1,0
233244,3,5,15,41,77,42,7,4,2,0
226607,10,20,46,82,74,31,6,2,3,1
902234,0,0,1,6,32,42,39,18,10,3
803107,1,1,13,26,58,22,12,5,0,0
425798,5,8,20,58,104,37,8,8,0,2
921997,0,0,1,2,17,50,28,7,4,1
824961,0,0,5,22,43,40,17,13,3,2
910222,2,1,5,12,37,51,14,9,5,1
24951,2,5,9,34,40,21,6,0,0,0
859765,2,4,14,19,63,58,31,13,5,3
777603,0,0,3,3,38,46,31,7,4,1
53165,1,3,6,13,39,54,52,45,16,6
941749,0,2,14,35,58,24,7,3,0,0
219977,4,21,41,102,127,43,21,11,2,3
313409,0,3,13,40,54,38,15,5,1,0
897401,3,5,14,20,52,46,40,8,7,3
39851,1,17,28,50,42,11,4,1,0,0
527311,1,0,7,33,71,24,4,1,0,1
174439,1,3,9,45,78,45,14,2,1,0
586972,1,2,8,25,40,56,33,13,5,4
625543,0,3,12,43,66,48,31,16,6,2
691556,4,18,27,74,74,29,7,2,2,1
659104,1,2,14,34,79,55,22,12,4,3
180618,0,5,9,18,60,68,30,10,11,0
302475,0,2,7,42,86,44,19,8,2,4
252170,0,5,23,43,83,61,25,12,6,3
96091,1,4,15,44,67,29,14,9,5,0
120709,0,6,6,32,88,57,21,8,2,1
11063,2,5,12,22,46,53,33,16,13,2
88415,1,12,40,53,88,55,31,15,7,3
626802,0,1,0,7,33,66,46,19,6,2
5167,15,29,48,61,57,36,25,11,5,2
153885,7,14,51,79,104,58,24,7,5,5
667145,0,5,7,21,48,66,35,15,2,5
759175,4,8,25,30,62,53,16,8,3,4
130335,3,6,18,52,89,50,31,15,4,0
398837,0,0,1,8,28,57,30,18,10,12
616112,0,2,2,30,52,48,15,3,2,1
834378,2,9,13,45,78,44,20,11,0,0
21967,21,27,40,61,36,18,5,4,2,0
836851,14,13,24,66,53,22,6,1,0,0
147514,5,10,19,50,94,91,36,18,7,7
83355,4,35,56,75,63,22,5,5,3,0
670654,1,4,9,33,63,26,13,2,1,1
334826,2,5,9,27,105,84,48,23,7,6
935490,0,2,2,19,53,43,19,4,1,1
240545,2,4,18,53,88,79,37,20,10,2
461907,0,0,3,9,31,57,30,19,4,2
495684,0,1,3,20,58,102,49,16,14,5
649936,0,4,6,34,84,43,19,9,3,3
505286,1,0,27,54,63,11,4,1,1,0
113388,1,8,29,58,92,30,12,2,2,0
537036,0,1,4,24,59,38,5,1,0,0
39539,53,29,26,34,35,19,19,13,5,7
321423,2,8,32,82,86,36,9,4,4,0
440543,0,1,1,13,79,66,23,6,1,0
35228,1,3,18,24,49,60,33,7,12,3
93726,4,10,20,38,85,55,32,24,4,7
827651,1,3,2,14,57,57,35,20,7,3
731584,0,1,10,38,71,59,9,5,1,0
305327,0,0,8,17,57,59,51,31,19,11
42989,2,4,8,23,45,30,20,17,7,0
366197,0,3,12,33,79,41,21,7,0,3
931526,4,10,17,44,51,17,3,0,0,0
863695,1,2,12,31,52,28,8,0,0,0
38176,3,11,16,44,51,47,26,14,6,4
578146,0,0,1,5,32,54,36,19,2,2
816081,0,2,5,15,53,36,12,3,0,0
38476,0,0,2,7,17,33,31,39,25,9
105126,1,4,10,43,71,26,16,9,1,1
3409,1,1,5,15,28,54,69,70,47,34
847387,1,4,4,15,44,61,40,31,17,4
603615,0,0,2,22,53,26,7,2,0,0
758938,2,7,25,44,69,32,18,7,2,2
941167,1,3,2,15,29,60,39,33,9,6
324356,3,7,17,28,41,53,34,18,16,6
415501,0,0,4,21,74,77,33,4,3,1
713412,0,3,7,28,63,36,5,1,0,1
450229,3,13,29,107,92,21,10,4,2,0
125207,3,6,22,76,91,56,23,5,0,3
117887,16,23,43,43,32,11,12,3,1,1
430020,0,0,3,15,57,109,64,32,22,10
843351,0,3,10,21,59,60,19,3,3,1
949314,0,1,7,23,54,33,7,1,0,0
9792,19,33,43,43,24,14,9,4,1,0
291798,0,0,9,39,52,35,11,11,4,2
828860,0,1,3,18,43,39,25,6,3,1
951725,0,0,1,1,12,40,50,23,9,3
822468,1,1,5,20,32,35,12,5,4,3
432960,0,0,1,10,40,55,28,21,2,2
850755,0,2,5,11,28,54,51,30,22,15
575179,0,0,1,4,20,57,33,20,7,2
2244,2,7,23,46,56,42,23,19,8,3
725351,1,1,2,27,57,76,30,11,3,1
562361,1,2,15,58,84,40,15,2,0,0
680320,2,4,5,20,58,59,24,4,4,0
910909,1,0,6,38,52,28,3,1,0,1
457054,1,3,11,29,68,66,27,8,5,1
92681,8,21,57,93,101,40,18,6,1,2
808322,18,20,32,39,22,9,3,1,1,1
318139,1,0,6,24,70,55,25,11,2,1
281460,2,7,32,91,162,98,31,13,4,0
490345,1,3,3,18,57,55,11,4,1,2
28397,3,8,22,34,40,23,6,2,3,0
947332,1,0,3,13,38,49,19,5,0,4
801094,0,1,14,30,63,21,8,2,0,0
957471,2,0,6,12,40,74,44,15,7,3
414582,1,3,5,23,42,70,31,8,4,0
16764,0,0,3,1,19,33,33,14,7,6
606002,0,0,1,9,31,45,19,11,0,3
97537,13,18,36,59,74,35,24,10,2,12
661742,0,2,5,13,47,55,17,4,3,1
263079,12,28,52,96,57,20,8,3,0,0
458174,0,2,7,30,62,39,14,8,8,3
706709,0,1,1,7,45,83,32,9,8,1
757605,0,2,9,21,57,35,13,12,2,2
525112,4,3,14,61,53,20,3,2,0,2
122552,0,2,6,31,55,41,25,11,4,3
95636,1,5,21,36,65,70,36,17,5,5
445800,0,1,8,50,92,32,10,5,1,1
313972,0,2,11,37,69,34,6,6,1,1
97461,0,4,12,57,76,26,5,4,0,0
282868,0,1,8,24,65,81,57,36,8,2
18661,0,1,7,26,36,32,18,13,1,3
913577,2,5,15,34,55,44,13,3,3,3
705377,0,1,2,12,45,60,28,6,5,1
829898,0,1,4,17,58,44,25,4,6,2
112357,0,2,3,9,19,45,39,47,34,34
228132,10,21,38,75,80,37,10,10,2,5
195804,0,3,4,30,79,67,31,10,4,5
288670,0,3,11,34,81,25,8,8,1,1
208534,0,5,4,36,62,45,22,8,2,3
771917,1,4,14,41,99,139,115,50,20,12
120281,3,9,34,96,110,43,17,9,2,2
99071,0,4,8,22,59,82,66,42,14,6
130476,5,4,14,52,89,57,34,7,7,0
433039,0,2,9,43,66,21,5,3,0,1
943707,0,1,14,23,68,35,7,1,0,0
461524,1,0,2,7,24,51,59,45,34,20
807010,1,0,3,20,42,59,11,9,0,0
270464,4,2,14,43,100,39,15,6,1,0
399470,0,3,7,19,63,47,16,3,5,1
232227,1,2,6,20,56,54,42,19,9,3
900736,6,8,27,50,31,9,2,0,0,0
677052,0,0,9,34,59,27,9,3,3,0
3880,4,5,27,43,58,47,27,20,13,7
555532,1,0,9,46,54,17,3,1,1,0
76995,2,5,29,47,61,18,10,1,0,1
555114,1,0,11,36,86,52,23,10,3,1
663110,4,6,14,39,54,19,2,4,1,2
481222,0,2,2,11,42,68,30,12,11,5
603875,0,0,4,25,73,62,21,6,0,2
916930,0,0,7,27,52,46,12,4,1,0
364428,1,5,18,43,63,43,22,3,3,0
297065,2,7,16,32,80,96,60,47,27,18
94245,0,1,3,41,55,33,25,6,6,4
921936,0,0,2,15,36,57,41,24,15,5
689533,8,14,29,63,49,12,4,2,2,0
781716,0,5,10,43,66,32,8,2,1,0
498952,0,0,6,26,70,50,20,4,1,1
202694,1,6,28,53,116,85,33,16,0,3
69042,4,3,9,38,47,33,20,9,5,5
485635,4,3,10,45,83,50,22,9,2,2
578655,3,3,9,61,131,49,22,4,2,1
703965,4,5,26,58,76,37,12,1,0,1
373576,4,5,17,38,82,58,18,4,3,0
356929,0,1,1,5,17,37,46,48,37,16
165024,0,4,20,43,78,88,48,24,4,9
636602,3,4,9,33,72,64,26,14,2,2
745878,0,2,8,11,38,62,36,23,8,3
664180,0,2,2,12,38,46,23,7,4,3
695754,2,1,4,19,31,52,25,15,4,1
439700,0,1,0,11,59,48,36,20,4,2
913013,1,3,8,32,75,38,9,4,0,5
641806,0,2,6,12,37,73,67,39,16,2
166926,0,2,10,25,89,49,27,10,6,1
315637,1,4,7,22,56,53,23,11,3,2
520923,6,8,24,53,53,22,11,3,0,0
200659,6,19,36,74,86,44,13,4,0,1
860529,0,2,6,14,44,42,21,8,0,0
59496,2,5,19,37,62,23,11,0,1,2
440644,1,0,3,17,52,83,35,22,5,3
849538,2,5,12,42,63,35,8,0,1,0
859114,2,7,15,39,63,34,22,5,2,1
582235,0,0,7,17,54,52,23,13,5,1
3037,21,33,70,67,42,27,11,3,4,1
55285,7,16,28,65,54,21,10,6,1,2
539065,0,1,10,30,61,50,13,3,8,1
380162,0,8,11,54,76,44,16,11,2,1
377393,0,8,16,50,70,39,12,6,2,0
288586,0,0,3,2,15,37,52,41,22,20
121076,0,0,4,23,62,73,80,39,37,30
276395,1,10,18,47,63,64,42,22,4,4
462234,2,4,2,17,49,51,19,10,1,2
468627,0,1,10,23,56,60,26,17,3,3
197970,0,0,5,9,28,64,58,36,27,17
22146,0,3,2,14,22,31,22,16,7,2
11116,1,3,17,46,63,48,21,5,0,0
704427,8,3,11,45,72,28,9,3,0,0
303109,1,6,18,57,93,68,26,18,6,5
893506,0,0,2,12,45,47,12,0,1,1
827259,1,3,6,17,62,74,27,15,4,3
521055,0,1,0,5,13,37,48,47,23,11
270502,5,8,29,46,83,46,31,22,12,7
13278,5,12,21,41,50,38,9,11,1,1
344494,2,3,7,26,80,74,33,21,11,11
478853,1,7,12,47,56,37,16,8,5,0
739205,3,6,18,54,52,12,5,6,1,0
313241,1,3,14,46,76,37,13,3,2,0
555896,9,13,16,63,62,35,13,2,0,3
99370,7,16,48,59,94,40,13,3,1,0
488852,3,2,7,23,61,76,32,18,4,2
3812,4,5,21,38,69,53,31,21,4,2
356332,1,0,7,24,70,61,17,12,4,1
834545,1,1,10,23,58,52,19,11,4,1
482630,1,1,6,21,60,29,10,3,2,1
822051,0,1,5,13,35,45,15,10,0,6
394317,7,15,35,76,48,20,2,0,0,0
433573,1,10,16,63,64,25,14,5,0,2
239545,0,1,3,17,68,43,24,10,10,2
461693,0,5,8,39,68,36,9,4,0,0
728561,1,1,5,13,43,61,38,26,6,3
68194,17,9,24,27,45,50,34,24,13,17
464570,0,5,7,32,92,49,25,10,3,0
850645,3,3,18,42,68,44,26,2,1,3
