image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11
97252,0,0,4,12,51,59,32,20,6,0
668949,0,1,2,20,47,41,17,10,8,1
858080,3,10,18,29,78,70,33,11,1,6
704452,0,1,9,14,38,56,41,14,12,4
770996,0,3,9,50,145,157,97,32,10,3
542029,0,1,2,13,34,48,30,13,9,1
528745,0,2,4,16,50,77,35,21,5,6
741901,1,1,3,10,45,59,29,6,3,0
142184,3,7,28,76,94,42,21,9,1,1
183626,17,18,42,77,65,50,16,6,5,8
108642,0,2,14,27,81,119,95,46,11,6
223631,6,5,22,47,86,73,29,18,7,2
51882,1,3,20,33,55,41,22,8,7,2
68654,1,2,14,24,83,62,41,13,8,8
114154,4,14,46,88,78,41,9,5,0,1
398161,3,7,18,48,64,36,9,0,0,0
948253,2,6,10,27,59,57,10,0,0,0
712105,1,1,10,25,78,49,23,10,5,0
662072,1,1,3,15,27,51,41,24,14,12
322280,3,12,47,62,55,17,9,2,0,1
6060,12,32,60,82,48,36,14,5,0,1
525259,0,3,8,39,75,25,11,1,1,1
188669,9,22,42,82,92,32,17,10,4,3
841050,5,6,12,18,49,57,30,19,9,8
778600,7,9,20,49,53,16,6,0,0,0
652186,0,0,1,6,20,48,46,31,11,11
214985,4,5,18,52,108,66,23,4,5,1
765772,2,9,22,46,69,29,12,4,2,0
230212,0,2,10,52,100,72,28,20,4,1
206376,2,6,16,52,81,66,29,15,4,1
957588,3,0,6,8,29,45,29,19,13,6
44806,1,1,11,11,30,39,23,12,14,3
191031,1,6,20,44,103,67,24,5,2,3
171070,6,11,25,84,110,62,39,14,6,4
438563,2,4,19,53,63,38,12,5,1,3
49287,3,7,19,46,63,51,30,11,3,5
112272,1,7,33,65,73,45,20,14,6,1
901038,4,6,8,28,51,27,5,6,2,2
179392,6,17,33,78,86,41,29,6,3,7
437871,0,1,1,16,53,72,30,8,1,2
129244,0,2,6,22,55,42,21,7,5,0
202121,0,1,9,24,65,67,42,26,9,4
330039,0,5,12,25,74,46,19,9,1,1
216100,21,23,47,97,67,22,4,6,2,1
780523,1,2,5,29,31,46,34,18,15,4
377242,0,0,9,27,43,54,39,26,7,8
36272,5,13,20,45,54,35,17,5,1,1
299784,6,21,27,57,83,65,28,13,8,3
147924,1,5,20,56,115,98,41,21,3,1
7669,24,19,28,32,45,54,40,24,14,7
725253,1,3,3,8,30,65,44,35,12,17
108559,0,1,3,13,42,64,40,18,9,4
48827,0,1,12,17,39,27,8,5,5,1
16507,1,0,8,23,44,50,44,17,6,0
811021,0,1,2,7,32,71,22,10,0,1
934007,0,6,13,43,68,34,12,3,0,1
23830,0,3,13,13,34,54,57,30,10,6
290107,0,6,13,27,74,52,35,10,1,3
45157,2,0,8,15,58,24,20,7,1,4
78571,0,3,5,21,30,43,31,13,6,2
280963,8,7,17,71,148,122,50,18,2,4
713068,1,0,11,16,57,45,14,8,1,1
291663,0,7,13,58,54,21,6,2,1,0
683159,8,9,40,121,106,54,19,13,5,3
531982,0,0,4,24,56,38,9,6,1,0
480240,12,9,25,86,79,22,8,7,5,1
472525,10,6,15,53,64,52,12,6,3,0
733633,0,1,5,30,76,40,7,2,1,1
159790,4,12,38,80,84,36,20,8,2,2
147543,11,18,65,106,93,34,7,4,0,2
531261,0,0,14,38,50,13,0,2,1,0
746108,2,4,8,21,39,58,40,29,15,1
85603,1,2,8,24,46,53,55,56,30,18
694338,3,4,11,33,38,33,25,10,2,4
122818,0,2,10,26,53,46,27,9,4,3
332764,0,0,4,8,34,50,38,39,18,19
97943,0,2,7,30,70,50,15,8,1,0
97517,4,8,16,36,76,80,34,19,13,2
651381,3,9,22,64,106,44,13,3,2,1
771843,2,6,11,41,123,183,93,39,9,4
99024,0,4,14,40,82,75,31,21,10,11
289151,7,12,21,47,73,78,44,42,31,19
699266,0,1,5,5,47,61,40,23,6,2
864139,2,2,4,19,56,39,10,3,3,0
522840,0,1,2,18,51,42,48,16,2,7
620539,1,1,5,42,75,59,21,6,4,0
402147,2,7,35,67,79,49,8,9,1,1
890896,1,1,3,9,35,43,34,17,4,1
57030,2,4,12,30,70,58,30,18,7,10
516966,0,0,2,7,54,64,51,26,4,4
10964,11,12,23,17,23,12,4,1,0,0
776733,0,3,4,29,59,31,12,6,2,0
484323,2,3,12,66,77,34,13,7,1,2
227554,6,10,38,86,76,43,14,3,2,3
546482,1,1,3,9,28,31,21,9,3,4
898715,45,43,38,46,19,3,2,0,0,0
68761,16,42,41,54,53,20,8,9,1,2
281586,3,6,22,88,70,40,16,6,1,1
70943,3,10,12,45,70,49,43,31,8,8
158873,4,18,34,68,72,47,18,8,2,1
389528,6,16,44,62,56,12,3,0,0,0
852320,12,13,31,62,52,15,5,2,1,1
866653,0,1,4,11,30,57,47,23,10,9
949146,0,0,7,7,30,42,32,4,0,2
635713,1,1,4,14,58,78,61,23,7,5
921100,2,3,5,8,35,36,23,16,5,0
630784,17,18,63,127,82,34,13,5,1,0
775779,0,5,7,14,53,66,32,14,6,2
501439,3,4,10,47,62,43,6,1,0,0
401138,2,6,12,49,65,22,5,1,2,0
298877,2,2,12,43,95,82,32,15,7,2
106699,5,11,25,85,69,41,30,14,2,0
681872,1,6,14,52,80,21,5,2,0,2
671686,1,1,10,18,42,46,23,12,7,1
753823,11,20,26,51,54,32,10,3,2,2
771297,2,4,18,59,157,148,73,24,6,2
288595,0,2,5,14,48,49,36,19,8,2
158974,30,35,70,69,45,7,6,2,1,2
616389,4,3,16,81,108,44,10,3,0,1
930392,2,4,9,35,59,50,15,3,0,0
64823,7,16,35,96,87,27,8,3,2,1
934959,1,2,11,45,68,42,8,2,0,0
104996,0,3,3,18,39,56,32,15,15,8
381014,3,21,50,80,70,23,5,2,1,2
901011,1,0,5,11,38,56,22,7,0,0
387849,0,0,7,20,56,89,95,63,44,42
611332,2,0,1,12,47,48,31,11,3,3
483519,3,3,16,56,64,24,7,2,1,1
49865,0,12,31,55,68,35,14,14,1,5
680503,0,4,5,21,78,67,27,8,3,1
921553,1,1,1,15,47,33,10,6,0,0
797458,0,0,2,12,38,40,25,8,2,3
229380,1,7,11,41,95,87,30,16,7,2
288783,4,10,35,68,104,69,24,12,5,2
940266,4,10,23,39,80,48,11,5,1,2
251280,1,3,11,15,51,57,40,25,7,8
470310,5,15,29,84,41,27,8,3,3,2
151490,5,7,40,98,93,58,26,8,1,2
849511,3,5,11,28,76,48,16,12,3,2
395281,6,5,17,33,74,71,55,26,9,6
520979,0,0,0,11,61,60,13,6,2,2
551581,3,9,10,42,77,40,12,4,0,0
914543,6,3,16,29,72,54,28,12,5,4
766468,0,0,7,9,43,47,27,5,11,0
697026,1,3,11,24,54,33,26,8,5,4
404406,0,1,2,2,12,29,27,44,27,35
20637,0,5,11,28,60,58,35,21,10,5
23784,6,27,53,59,33,23,7,2,0,0
671833,1,3,7,32,77,48,25,9,5,0
504536,3,3,12,51,61,18,4,0,1,0
799313,0,2,5,29,55,23,5,5,0,0
144271,3,10,36,91,87,18,7,2,0,0
850109,2,6,10,47,74,71,24,7,2,3
117082,5,15,41,62,37,14,4,2,0,0
31217,5,7,29,47,67,42,18,6,2,1
658767,0,5,10,29,68,57,33,15,6,3
474808,1,3,6,33,60,31,4,3,0,2
6065,10,26,57,73,63,35,18,1,0,1
855552,2,12,17,30,69,81,46,17,8,2
403810,2,3,9,22,76,47,17,8,2,1
241993,4,15,26,50,67,54,36,22,9,4
641074,10,19,50,77,56,7,1,0,1,0
106581,0,2,6,27,61,64,19,5,1,2
543018,4,8,23,73,50,15,6,6,0,0
368271,5,5,17,64,69,29,7,1,2,0
238260,9,11,34,42,101,64,22,12,3,1
466754,0,0,2,2,31,61,41,17,6,7
927211,0,3,3,25,53,52,18,3,2,0
663183,1,2,5,20,46,40,15,10,3,3
175889,18,32,60,89,47,16,6,1,0,0
619112,0,2,5,22,69,63,24,8,1,0
440653,0,0,2,23,49,47,40,35,12,9
627671,0,6,9,31,68,42,11,4,0,0
945247,5,4,11,23,23,52,21,13,8,4
325996,10,23,36,60,46,16,7,0,0,0
260801,2,8,30,61,65,33,20,5,2,2
208157,1,5,14,50,68,39,4,2,2,1
473607,0,1,8,28,73,33,13,1,2,0
600332,0,0,0,7,19,53,35,20,13,9
65126,2,11,27,51,90,49,20,15,2,2
906479,4,2,7,26,41,41,5,1,1,0
864229,1,1,0,10,38,56,33,7,2,0
502873,0,1,5,22,69,78,48,18,7,5
526857,1,3,1,9,36,57,20,13,1,1
112714,11,27,43,90,73,24,8,4,1,3
832590,3,6,12,31,61,63,12,4,2,3
147563,2,11,25,66,98,63,33,28,3,4
341857,4,14,30,72,71,40,14,11,0,2
803167,0,3,7,30,52,27,17,7,2,0
109776,1,9,25,67,82,44,18,6,1,0
923877,3,2,12,26,41,32,13,4,3,3
795634,0,0,4,8,37,43,23,14,4,2
256087,2,12,18,70,90,45,23,6,5,2
739603,0,3,18,42,65,23,9,3,1,0
246391,13,22,41,90,68,20,12,7,1,1
2292,1,5,16,38,64,57,35,9,6,2
714597,19,19,20,46,58,31,14,7,4,3
245504,4,3,10,35,62,45,35,12,4,6
274290,0,2,6,17,68,80,50,33,9,10
227542,7,15,26,61,91,44,25,13,3,9
500533,4,3,5,25,60,36,15,8,0,1
1168,3,13,28,36,38,39,23,12,6,4
821383,1,3,7,16,36,29,22,4,4,2
790436,3,8,23,52,73,29,12,5,1,3
727077,0,2,7,28,82,27,11,3,0,0
35664,0,2,6,32,39,19,7,2,0,0
584998,0,2,8,39,70,58,17,9,4,1
606698,2,2,12,37,36,8,9,2,0,1
160600,0,4,22,48,97,64,38,11,4,2
21185,2,2,14,28,29,20,20,9,3,0
43285,10,21,33,45,75,22,10,4,4,2
195714,12,13,52,90,78,33,6,1,3,0
874946,3,13,28,75,82,14,6,2,0,1
115886,1,1,12,24,75,74,29,19,6,1
784156,0,2,4,24,55,27,10,3,1,0
653072,0,0,2,44,51,41,13,7,1,2
892436,0,2,0,8,26,35,28,9,10,0
936065,0,2,11,26,82,56,20,7,2,2
4576,20,34,52,51,63,29,10,5,2,0
120697,2,8,26,49,73,44,11,0,1,1
209491,0,3,16,34,72,82,42,13,10,4
78678,0,1,3,32,59,43,8,1,2,1
112418,1,2,8,13,58,80,54,27,5,2
133849,0,1,6,14,57,74,40,16,3,4
37476,5,14,35,50,65,29,17,0,0,0
350,1,2,11,14,12,27,21,12,9,9
927148,1,0,5,15,38,55,24,14,7,2
74410,2,11,31,53,87,47,19,8,2,5
357404,11,26,38,56,53,14,5,1,0,1
674546,1,3,9,27,58,26,22,11,3,1
670819,0,2,5,27,62,45,18,5,0,0
454196,2,3,10,33,70,54,20,11,0,2
949441,0,2,5,23,49,34,9,3,1,0
471851,0,3,2,26,78,71,28,20,7,4
354733,7,9,40,82,114,52,23,12,2,4
271171,1,3,15,42,78,60,39,14,5,6
493108,0,3,9,45,90,34,9,4,1,2
839729,3,4,11,24,65,71,26,21,6,1
785451,0,2,10,28,59,54,18,5,0,0
606509,0,0,0,10,20,35,28,18,3,2
206168,1,12,26,66,55,10,5,4,0,0
8166,1,8,30,53,87,47,21,16,7,0
472961,0,0,1,3,22,59,43,27,6,9
912899,2,1,4,18,63,54,22,5,3,2
306753,16,16,53,67,68,32,15,3,2,1
932839,0,0,2,12,43,53,22,10,0,1
935937,3,4,5,22,55,49,16,1,0,1
5027,8,17,27,44,53,46,24,17,4,2
606866,0,1,0,8,17,40,26,20,5,5
90590,16,26,60,104,68,22,3,1,0,2
122959,0,0,2,15,41,42,41,17,5,9
848192,1,2,13,21,84,35,10,2,0,0
857872,4,4,11,12,27,33,36,34,18,16
225071,1,20,36,72,73,49,22,4,2,3
66816,5,7,25,41,47,34,11,9,1,0
849538,2,5,12,42,63,35,8,0,1,0
128037,0,0,15,31,66,70,62,35,15,10
279451,5,21,30,83,81,50,14,11,3,3
275159,4,10,32,66,100,47,6,1,1,0
443630,0,4,11,38,91,27,9,4,1,0
112323,13,21,55,78,60,25,4,4,1,0
506554,1,0,1,20,84,60,35,11,1,1
69534,1,8,23,47,52,19,10,2,2,1
318773,20,28,57,61,28,18,13,5,4,2
169355,0,0,5,9,23,43,67,79,85,56
78403,4,16,30,71,82,33,19,2,1,1
283710,0,3,14,14,53,58,52,28,19,11
31641,4,7,16,40,67,50,29,10,1,2
793956,0,1,5,16,59,59,33,14,2,3
222418,6,22,44,93,77,25,3,2,0,2
743937,1,5,11,38,43,39,9,4,2,0
892977,0,5,12,39,47,24,7,6,3,0
679762,0,0,3,4,27,50,35,17,14,5
12619,2,4,19,60,58,33,8,11,0,0
110481,1,8,21,40,81,66,24,20,4,1
482659,0,2,5,22,45,34,16,3,2,0
903918,1,3,6,25,50,38,6,6,3,0
846126,0,2,3,22,50,44,15,7,2,0
814109,1,1,1,9,22,40,31,16,8,3
918754,1,1,6,12,66,53,24,13,2,1
633007,1,9,24,75,84,29,5,2,0,0
595180,0,1,3,10,46,46,26,17,11,2
862004,0,1,2,2,18,29,34,27,15,12
583667,3,5,18,51,44,22,8,2,0,0
848917,0,2,7,23,73,96,36,14,0,0
878402,1,3,6,25,47,53,22,10,3,1
939205,5,8,13,19,44,58,29,6,4,4
260690,0,5,21,52,89,78,41,15,6,4
691839,0,2,2,26,41,48,18,2,3,2
516588,0,0,6,16,44,61,61,29,18,5
482420,0,4,3,34,54,25,9,5,0,0
405591,10,14,23,54,48,12,10,5,1,0
902127,0,2,2,18,52,48,17,8,0,1
7219,3,19,24,64,69,53,17,15,2,2
592387,0,1,2,26,49,33,10,5,1,1
797571,2,4,5,16,54,74,39,15,4,7
808116,0,3,3,8,48,53,18,7,2,0
277651,6,5,25,66,81,36,10,6,0,0
52092,1,8,22,31,59,34,32,11,2,1
422310,1,4,17,57,81,57,29,13,6,2
941705,0,0,12,38,60,24,7,2,0,2
933784,1,0,3,19,46,56,16,2,2,2
22661,4,9,29,46,62,34,16,4,1,1
809782,0,2,5,12,50,51,15,5,1,1
676789,2,4,4,19,64,49,17,7,2,1
936465,2,0,17,22,56,43,22,10,4,3
206381,7,6,21,49,80,68,32,16,8,2
572519,1,11,18,67,50,23,11,3,0,1
539243,3,8,16,55,64,31,8,5,1,0
103223,0,0,1,16,46,69,41,24,8,3
32037,4,7,33,52,67,38,15,10,4,2
51334,0,1,2,12,17,33,24,30,12,4
944135,0,0,4,7,36,53,40,12,6,1
96662,3,9,29,75,97,54,26,11,2,1
349300,3,7,16,52,104,109,55,33,16,5
531080,1,5,12,38,56,25,12,1,0,0
902956,8,15,23,43,40,34,18,7,9,5
593472,2,6,9,32,25,27,11,4,2,2
664520,0,3,8,8,38,52,61,22,10,5
428183,0,0,0,16,51,49,20,10,5,2
922559,0,2,3,10,40,38,9,6,2,0
661885,1,2,14,30,72,46,15,11,3,1
56531,6,7,23,41,39,23,12,3,3,0
806721,1,2,6,12,55,56,32,8,9,1
763701,1,14,35,84,89,31,3,1,0,0
730569,0,1,4,26,72,56,15,4,1,1
897064,0,0,1,8,20,42,24,14,6,3
116852,2,3,14,45,87,61,34,28,16,11
558117,2,1,8,38,65,40,9,3,1,2
203067,5,7,24,62,111,83,20,15,6,2
12901,9,7,18,18,32,31,29,23,16,8
663802,3,4,21,62,37,12,8,2,2,1
18905,0,2,6,9,45,61,60,34,24,14
29394,0,0,6,16,43,40,14,7,4,1
472602,4,6,22,55,67,36,10,5,2,0
12531,1,8,20,34,41,46,33,13,2,0
871497,3,18,40,76,55,23,1,2,1,1
236735,4,13,28,71,59,22,9,1,0,1
247816,28,24,60,87,59,16,9,2,0,1
923997,0,0,6,17,38,48,28,15,3,2
319772,2,8,15,74,89,26,10,3,1,3
624855,0,1,3,15,56,48,28,10,2,2
777717,46,20,39,34,26,7,3,0,2,3
609112,3,6,7,53,55,21,2,1,2,0
457358,4,6,17,54,59,45,25,10,2,3
682274,2,4,15,39,108,88,34,12,3,2
257485,1,9,21,66,100,41,30,5,7,3
94000,3,6,34,47,72,56,23,10,6,3
894047,1,3,12,17,61,45,27,10,2,1
877075,2,3,9,32,61,38,10,1,0,0
686292,2,5,13,29,47,39,14,10,6,0
73794,6,5,11,26,39,45,20,8,4,3
73961,2,2,15,37,63,26,13,3,0,2
440496,0,1,6,20,75,54,24,9,3,2
569735,0,5,6,32,46,42,22,11,4,3
424389,0,7,14,20,58,52,28,10,2,6
904949,0,1,1,11,26,38,18,8,4,1
17940,2,8,21,35,38,9,4,1,1,0
534959,0,1,4,41,48,30,14,2,0,0
681419,0,0,3,25,59,54,16,1,2,1
561077,0,2,12,28,66,16,1,1,0,0
532771,0,0,3,20,54,41,16,7,1,0
743483,0,2,9,36,114,122,40,12,6,2
681773,13,18,25,47,58,31,9,6,2,2
11344,2,9,23,59,58,32,13,4,1,0
607420,0,0,3,27,69,40,20,6,0,0
894568,1,1,7,24,50,28,9,1,0,1
800917,1,11,13,43,51,12,0,1,0,0
431945,1,0,5,25,64,58,29,13,5,2
778286,4,4,7,11,35,61,50,26,8,6
403934,1,1,14,57,80,21,4,2,0,0
477784,5,7,25,75,49,19,11,4,2,0
10735,1,1,7,31,64,65,47,18,6,4
608306,13,8,16,35,40,37,32,15,10,3
450287,1,2,3,26,111,126,52,22,6,0
218907,17,28,61,91,93,38,9,5,2,2
44526,2,6,19,54,79,38,18,8,0,0
101267,0,3,6,15,46,44,42,32,15,8
176610,8,14,39,79,79,33,10,2,1,1
950756,0,1,7,25,59,34,7,2,0,0
891988,0,0,2,6,15,39,42,14,6,4
829753,2,3,14,29,61,65,27,16,4,0
125650,3,12,31,65,82,42,21,12,1,6
183190,2,2,11,40,93,62,26,11,5,0
933105,0,3,1,7,36,57,32,9,3,1
190165,3,2,7,30,78,69,58,38,23,15
75177,11,16,31,59,42,16,6,0,0,0
524480,0,0,0,8,24,58,31,9,1,3
13768,12,30,37,61,34,22,7,2,0,2
731147,3,2,19,58,61,40,6,5,0,2
317761,0,0,2,16,47,33,20,9,7,0
22039,4,12,27,52,60,42,21,6,2,1
282577,32,37,61,71,32,16,3,3,0,1
167460,11,24,45,76,59,18,4,0,0,2
10984,2,6,19,49,76,45,11,8,1,2
804718,4,7,19,48,55,18,4,2,1,0
527372,2,0,3,9,37,53,26,11,6,4
893046,0,1,5,13,44,51,21,8,6,3
366954,0,3,3,33,74,51,19,5,1,2
632955,0,1,7,38,99,52,20,4,2,2
149840,0,0,2,10,23,52,51,25,18,12
349296,0,1,11,30,60,47,28,6,6,3
177398,6,23,41,97,47,12,2,4,0,0
852221,2,6,13,30,67,59,13,6,2,0
235862,5,7,18,64,79,27,12,6,0,0
2289,15,34,46,47,29,24,26,8,2,0
792880,1,5,27,58,59,13,5,4,2,0
323163,1,2,7,21,57,65,47,37,16,7
729321,4,2,8,33,75,53,22,5,0,0
276069,1,10,13,35,85,69,41,14,3,2
481871,0,2,10,32,60,49,19,8,2,3
409482,0,1,10,21,79,81,55,22,15,2
200436,0,5,14,27,71,82,47,32,9,3
442240,0,0,0,6,55,67,55,34,18,5
181626,21,37,65,93,44,13,4,2,0,1
588551,1,0,3,27,38,37,12,3,0,0
836059,0,3,2,12,56,50,15,8,1,1
728549,0,0,7,14,69,45,13,9,1,1
737590,4,11,17,49,53,17,4,1,1,1
780133,0,7,11,44,75,34,6,3,0,0
461437,1,2,3,18,53,54,34,11,3,1
282122,4,20,34,76,88,35,11,4,0,2
542349,0,1,10,57,76,29,10,2,0,0
859144,4,9,13,32,38,40,29,20,4,1
939690,3,5,13,23,48,53,39,11,5,1
815843,0,0,3,9,30,45,39,23,12,4
14759,3,11,18,32,46,40,27,7,6,6
666951,0,0,0,14,39,50,28,8,2,2
702210,3,8,8,31,51,41,19,17,5,1
357323,7,7,21,51,67,30,15,4,1,2
31802,4,11,27,44,64,42,29,2,5,0
775785,0,3,11,26,58,34,23,17,8,5
176409,2,11,18,54,84,62,28,18,2,7
946113,0,1,1,12,34,49,45,15,16,9
522209,0,0,6,22,66,55,16,5,1,1
335965,0,1,2,7,49,103,64,40,16,6
804816,2,2,17,41,60,30,7,1,0,0
591743,0,1,5,20,42,31,13,6,0,1
588031,0,1,4,12,56,67,43,24,6,5
59673,4,22,46,89,74,22,6,1,2,2
30186,5,12,31,63,72,32,13,2,1,1
645492,0,0,1,10,36,77,45,21,11,1
932229,0,2,2,5,28,52,35,13,1,4
894828,0,0,4,4,28,42,34,9,5,1
751083,0,0,5,13,53,66,20,6,2,2
72444,2,12,22,44,72,54,30,22,6,12
807190,1,1,11,18,45,63,25,17,2,4
772635,0,3,13,53,165,156,72,21,5,1
694360,9,8,19,22,43,23,19,9,5,2
617225,5,3,8,36,65,37,9,7,2,1
573976,0,1,10,33,81,50,16,1,1,0
343359,0,4,13,28,81,81,27,18,11,5
251627,2,4,7,15,48,72,47,41,18,14
538222,0,0,9,35,57,44,19,8,2,1
69936,1,2,19,24,47,60,34,10,4,1
131016,3,5,27,43,77,50,41,9,9,5
118257,1,6,15,47,106,66,45,23,4,11
840889,0,0,2,13,42,54,22,8,2,1
188975,0,2,3,13,58,95,58,23,11,2
3909,4,6,24,43,52,59,28,21,5,5
702151,2,6,18,39,61,38,9,5,1,0
607160,0,0,2,4,37,59,35,23,2,2
935938,2,4,9,36,63,29,12,3,1,0
29326,0,2,11,26,52,25,11,5,1,0
842151,9,16,28,47,62,28,5,3,0,0
739288,1,7,5,39,56,43,18,7,0,1
80614,1,5,29,52,94,65,31,16,3,1
160950,5,9,25,46,75,71,29,16,6,2
406917,28,35,47,50,15,2,1,0,0,0
795638,7,12,9,21,32,29,12,2,2,2
395268,4,3,15,35,52,29,11,3,6,0
925105,1,5,6,14,51,47,35,12,7,1
579478,0,4,8,42,67,20,3,1,1,0
350213,8,20,33,63,99,80,44,19,17,9
358639,3,6,12,64,89,64,25,8,5,1
817353,1,2,13,29,60,19,8,1,0,0
63553,7,13,30,71,77,41,14,7,5,1
467271,0,0,3,6,50,56,37,14,9,2
372156,0,1,8,17,63,72,29,10,6,0
39905,7,9,20,29,36,27,11,7,2,0
229677,1,4,10,34,92,95,35,13,8,1
569404,0,3,5,46,58,33,10,5,1,0
81492,0,1,10,28,49,74,51,41,15,21
871314,0,4,8,20,47,58,46,22,15,2
6020,2,5,20,43,68,69,52,22,9,6
148913,1,5,14,48,95,38,12,5,4,2
690882,0,1,2,14,36,41,33,21,7,7
632833,0,4,19,52,115,47,14,3,0,2
936992,0,1,1,12,41,61,20,4,3,2
900004,0,0,2,11,34,50,25,3,1,1
940902,0,3,8,31,53,34,6,1,1,0
525077,0,0,2,7,43,54,41,15,3,1
932119,1,0,5,6,32,55,35,14,5,2
903950,0,0,4,11,30,39,13,4,2,3
321961,0,2,11,28,63,48,21,9,3,2
866965,0,0,3,5,35,56,39,30,17,5
512813,2,4,12,40,59,52,23,16,4,4
12244,0,5,19,39,29,7,2,3,0,0
148452,0,2,4,34,71,72,24,13,3,1
147745,0,1,5,27,84,59,23,10,7,1
32227,2,10,40,58,59,33,14,11,5,1
361536,3,11,16,40,82,32,9,2,2,2
135503,33,35,71,95,49,23,15,6,0,2
822546,0,6,15,27,40,28,5,0,0,0
658328,0,2,3,27,47,36,20,3,4,2
516419,0,3,8,32,101,38,14,3,0,1
2116,6,9,17,42,53,38,36,29,5,3
723331,7,15,22,45,39,17,5,1,0,0
712114,2,0,5,6,25,51,52,45,22,5
132123,5,13,36,62,56,20,10,6,0,0
114989,0,2,11,46,86,64,23,2,4,2
118873,3,10,18,51,85,84,47,22,9,1
884283,0,1,4,23,56,34,9,4,1,0
297489,6,16,39,93,108,62,28,9,4,2
852736,1,0,16,49,72,32,8,3,0,0
849188,2,10,17,44,47,28,7,0,1,0
821,3,14,28,29,46,41,25,11,4,1
194315,8,9,16,43,55,61,36,12,4,8
409738,2,2,12,22,72,88,49,28,12,2
180935,0,5,11,26,67,59,29,8,2,0
213577,2,5,12,78,106,52,21,8,3,2
718874,0,0,6,9,48,51,21,8,4,0
432138,0,0,1,11,64,60,24,6,3,1
814833,0,1,0,9,20,45,37,16,10,1
23048,0,6,15,36,44,46,30,15,7,6
757950,0,0,2,11,39,79,35,12,2,0
518537,1,4,7,53,90,30,9,2,1,0
884143,0,2,3,18,48,44,10,2,0,0
13816,0,1,7,37,58,43,34,21,4,6
770042,0,1,14,34,57,52,13,4,0,1
632976,0,0,3,14,71,83,43,12,2,2
829979,3,1,11,28,73,65,21,8,6,2
36449,0,0,0,8,17,34,44,22,17,7
88497,0,9,17,66,62,30,3,4,0,0
869575,0,2,3,13,45,95,35,13,3,1
566389,6,15,21,79,42,21,9,4,1,0
738332,11,12,23,50,73,26,10,3,3,2
518592,0,1,13,60,68,31,10,3,1,0
384793,1,2,9,21,74,89,36,16,2,3
116428,1,8,25,97,78,19,4,1,0,2
449443,4,10,15,49,92,63,32,12,2,3
885302,1,1,7,7,27,38,33,10,9,2
828008,4,4,12,46,97,57,23,4,4,3
151835,13,35,64,102,74,31,6,4,5,1
577400,0,1,5,23,59,44,21,4,3,0
142403,1,0,16,55,94,62,18,4,4,2
524078,0,3,12,43,66,33,4,2,1,1
862111,1,0,2,8,41,63,17,7,2,0
616129,4,0,5,22,58,33,12,2,1,0
167829,1,1,12,30,91,62,26,11,6,0
748481,2,2,7,30,61,46,28,6,4,1
878297,0,3,10,22,43,42,24,9,1,2
301550,4,5,18,35,60,60,23,7,9,4
391635,2,5,20,62,74,29,8,2,1,0
667863,2,4,6,19,56,34,12,5,2,1
402089,14,16,33,64,60,46,15,9,5,1
621138,3,1,3,13,43,78,46,33,20,7
50324,51,46,49,48,23,5,3,2,1,5
721309,0,0,2,23,55,35,5,3,0,1
551403,1,1,6,22,52,25,9,4,0,0
