image_id,quality,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11
farm1_307_20316483702_7e7064cd88_b.jpg,0.65,0.6,0.4,0.8,0.0,0.4,0.0,0.8,0.0,-0.2,0.0,0.0
farm1_361_20163893441_12c968e0a2_b.jpg,0.55,0.0,0.2,0.4,0.0,0.2,0.0,0.2,0.8,-0.2,0.0,0.0
farm4_3704_19988095135_5d4f620e47_b.jpg,0.75,0.0,0.8,1.0,0.0,0.4,0.0,-0.6,0.0,0.2,0.0,0.0
farm1_353_20171597382_3125933eeb_b.jpg,0.15,-0.2,0.2,-0.8,-0.2,0.0,0.0,-0.8,0.0,-0.2,0.0,-0.2
farm1_312_19895492439_a3c4dd46f7_b.jpg,0.3,-0.2,0.2,-0.2,0.0,-0.4,-0.4,-0.8,0.0,0.0,0.0,-0.2
farm1_297_20260379716_dbde88823a_b.jpg,0.45,-0.2,0.2,0.2,0.2,-0.4,0.0,-0.2,0.0,0.4,0.0,-0.2
farm1_367_20019052770_2ba7fe52a1_b.jpg,0.6,-0.2,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4
farm1_313_19989898761_e7e35753d9_b.jpg,0.65,0.2,0.6,0.8,-0.2,0.2,0.0,0.2,0.4,0.2,0.0,-0.2
farm1_355_19901802319_e12e1736a2_b.jpg,0.6,-0.2,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.2,0.0,0.4
farm1_334_19802964588_a29634ac53_b.jpg,0.6,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0
farm1_509_20187354132_7e97000fbd_b.jpg,0.6,0.6,-0.2,0.8,0.4,0.0,0.0,1.0,0.0,-0.4,0.0,-0.2
farm1_280_20203103155_626888a70e_b.jpg,0.7,0.0,0.0,0.6,0.8,0.2,0.0,0.8,0.0,0.0,0.0,0.0
farm4_3711_19998177800_3e53462861_b.jpg,0.55,0.6,0.8,0.0,0.0,0.0,0.0,-0.4,0.0,-0.2,0.0,0.0
farm1_356_19560837494_59f12e41d7_b.jpg,0.7,0.0,0.4,1.0,0.6,0.2,0.0,0.2,0.2,0.2,0.0,0.2
farm1_325_20150357186_6a3ec203a8_b.jpg,0.65,0.2,0.6,0.8,-0.2,0.2,0.0,-0.8,0.0,-0.2,0.0,0.4
farm1_457_19997115689_ca53292831_b.jpg,0.5,0.0,0.2,0.4,0.2,-0.6,0.2,-0.6,0.2,0.2,0.0,0.2
farm1_353_19990385329_a6342c29bd_b.jpg,0.65,0.2,0.8,0.4,0.4,0.4,0.0,-0.2,0.0,0.2,0.0,0.4
farm1_392_20167010221_48ce33b78a_b.jpg,0.7,0.2,0.6,0.4,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0
farm1_391_20076872278_3a7c04c887_b.jpg,0.4,-0.2,0.4,0.0,0.0,0.0,0.0,-0.6,0.2,-0.2,0.0,0.0
farm1_286_20145028910_4775bebc1b_b.jpg,0.45,0.0,0.6,-0.2,0.0,0.2,0.0,-0.2,0.0,0.0,0.0,-0.2
farm1_309_19974769169_fe097f90d7_b.jpg,0.7,0.0,0.2,0.6,0.8,0.2,0.0,0.6,0.0,0.2,0.0,0.2
farm1_395_20082785579_f3dd703edd_b.jpg,0.4,-0.2,0.2,-0.2,-0.2,0.0,0.0,0.2,0.0,-0.6,0.0,0.4
farm1_319_20320501732_f6fa302cf8_b.jpg,0.55,0.0,0.2,0.4,-0.2,0.2,0.0,-0.2,0.0,0.0,0.2,0.2
farm1_275_20161398062_afca4dfde5_b.jpg,0.25,0.0,0.0,-0.6,0.0,-0.6,0.0,-0.4,0.0,0.0,0.2,-0.4
farm1_394_19652282583_23384d07a7_b.jpg,0.25,-0.2,-0.2,0.0,-0.2,-0.6,0.0,0.6,0.0,0.0,0.0,-1.0
farm1_369_20091675075_e65c7333e6_b.jpg,0.7,0.6,0.8,1.0,0.0,-0.4,0.0,0.2,0.0,0.0,0.0,0.4
farm1_439_20171778511_15f787d0f9_b.jpg,0.6,0.4,0.8,0.6,0.0,0.2,-0.2,0.2,0.2,0.0,0.2,-0.4
farm4_3712_20012654609_487f4f5709_b.jpg,0.2,0.0,0.4,-1.0,0.0,-0.2,0.0,-0.8,0.0,0.0,0.0,-0.6
farm1_262_20201211412_0d5ec04c8e_b.jpg,0.65,0.0,0.4,0.2,0.0,0.4,0.0,-0.6,0.6,0.0,0.0,0.8
farm1_329_20093612058_e80f11eebc_b.jpg,0.35,0.0,0.4,-0.8,-0.4,-0.4,0.0,-0.6,0.2,0.0,0.0,0.4
farm1_269_20206659955_39b3576883_b.jpg,0.85,0.0,0.6,0.8,0.4,0.0,0.0,0.8,0.0,-0.2,0.0,-0.2
farm1_278_20186607131_8f1dcfe18c_b.jpg,0.4,-0.6,0.2,-0.2,0.0,-0.2,0.0,-0.4,0.0,-0.4,0.0,-0.2
farm1_549_20182985185_072ff9350d_b.jpg,0.45,0.0,0.4,-0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
farm1_325_19796444249_a5f95e9b23_b.jpg,0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.2,0.0,0.6
farm1_389_20190394831_e99f208198_b.jpg,0.1,0.0,-0.2,-0.2,-0.2,-0.6,0.0,-0.6,0.0,0.0,0.0,-0.4
farm1_341_19529921444_dfea924340_b.jpg,0.3,0.2,0.4,0.2,0.0,-0.2,0.0,-0.8,0.2,-0.2,0.0,-0.2
farm4_3799_19871977880_7634181341_b.jpg,0.35,0.0,0.4,-0.2,0.0,0.2,0.0,-0.4,0.0,-0.2,0.0,-0.8
farm1_322_20149660226_1f5b627bb2_b.jpg,0.8,0.0,0.6,0.8,0.8,0.0,0.0,0.6,0.0,0.2,0.0,0.2
farm1_372_19967707079_de7ba7748b_b.jpg,0.3,0.0,0.0,-0.4,0.0,-0.2,0.0,-0.6,0.0,-0.2,0.0,0.0
farm1_294_20082047615_cfe9e9f293_b.jpg,0.5,0.2,0.0,0.4,-0.4,-0.4,-0.2,0.0,0.0,-0.2,0.0,-0.8
farm1_380_20203937795_7cfed34095_b.jpg,0.55,-0.2,0.8,0.2,0.0,0.4,0.0,-0.6,0.0,0.0,0.0,0.2
farm1_361_20062551192_3a95b5a1c8_b.jpg,0.7,0.2,0.8,0.2,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.4
farm1_335_20142740361_5cd5e3a841_b.jpg,0.45,0.2,0.4,0.0,-0.2,-0.4,0.0,-0.6,0.4,-0.2,0.0,-0.6
farm1_286_20165234306_3564265c85_b.jpg,0.333,0.0,-0.167,0.0,0.167,-0.667,0.167,0.333,0.0,0.0,0.0,-0.5
farm1_442_19508213413_d62c47ae80_b.jpg,0.3,-0.2,-0.2,-0.8,0.0,-0.2,0.0,-0.4,0.0,0.4,0.0,0.2
farm1_404_19558766204_b54568aa1b_b.jpg,0.55,0.0,0.2,0.6,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.6
farm1_359_20172146046_7fcc356c38_b.jpg,0.35,0.0,0.0,0.2,0.2,-0.2,0.0,0.0,0.0,-0.4,0.0,0.0
farm1_294_20288538261_a092859d78_b.jpg,0.4,0.0,0.2,-0.2,0.2,-0.2,-0.2,0.2,0.0,0.0,0.0,0.0
farm1_495_20007440858_b304247661_b.jpg,0.7,0.6,0.6,0.8,0.0,0.8,0.0,0.0,0.2,0.4,0.2,0.2
farm1_276_20013842099_457a35ba19_b.jpg,0.5,0.0,0.2,0.6,0.0,-0.4,0.0,-0.2,0.0,0.4,0.0,-0.2
farm1_511_20158933312_fb20c700b8_b.jpg,0.7,-0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.8
farm1_400_19487643113_692850b5fa_b.jpg,0.5,0.0,0.2,0.4,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.4
farm1_284_19968576508_77a55e8a5c_b.jpg,0.25,-0.4,0.4,-0.4,0.0,-0.2,0.0,-0.8,0.2,-0.2,0.0,0.0
farm1_377_20196062641_be39540273_b.jpg,0.3,0.0,0.0,-0.4,0.0,-0.2,0.0,-0.6,0.2,-0.4,0.0,0.2
farm1_452_20180496286_2615294981_b.jpg,0.4,0.0,0.4,-0.6,0.2,0.0,0.0,-0.6,0.2,0.0,0.0,0.0
farm1_401_20333967401_79e9328294_b.jpg,0.75,0.0,0.6,0.6,0.4,0.0,0.0,0.8,0.0,0.2,0.0,0.2
farm1_340_19556894013_85aa8f9c9d_b.jpg,0.5,0.0,0.0,0.6,-0.4,-0.4,0.0,0.4,0.0,-0.2,0.4,0.0
farm1_373_20158114206_e6b50d2c92_b.jpg,0.75,0.2,0.6,0.6,0.2,0.2,0.0,0.8,0.0,0.0,0.0,0.6
farm1_466_19541257044_54f0005873_b.jpg,0.75,0.4,0.6,0.8,0.0,0.4,0.0,0.6,0.0,0.2,0.0,-0.2
farm1_300_19360266584_1ca986c138_b.jpg,0.55,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,0.6,0.0,0.2,-0.4
farm1_369_19982928195_8710ef46b3_b.jpg,0.6,-0.2,0.2,0.4,1.0,0.2,0.0,0.4,0.0,-0.2,0.0,0.0
farm1_458_19560361943_213b451ec0_b.jpg,0.35,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,-0.2
farm4_3735_19981979748_69be265e21_b.jpg,0.55,-0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,0.6
farm1_362_19885194118_df2dc0f5d9_b.jpg,0.9,0.2,0.8,0.8,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.4
farm4_3819_20010970239_73bc314dcc_b.jpg,0.25,0.0,0.2,-0.6,0.0,-1.0,0.0,-0.6,0.0,0.0,0.0,-0.6
farm1_255_19924400869_73b1404107_b.jpg,0.55,0.0,-0.2,0.4,0.0,-0.2,0.0,0.6,0.0,0.0,0.0,-0.8
farm1_397_20263160372_28f9287f12_b.jpg,0.5,0.0,0.4,-0.2,0.0,0.4,0.0,-0.4,0.0,-0.4,0.0,0.0
farm1_361_19949240200_a6080bc92e_b.jpg,0.45,0.0,0.2,0.4,0.0,-0.2,0.0,0.8,0.0,0.4,0.0,0.0
farm1_382_19943242228_0a08024dcf_b.jpg,0.55,0.0,0.0,0.8,0.8,-0.2,0.0,0.0,0.0,0.2,0.0,0.2
farm1_257_20016086339_3b380537c9_b.jpg,0.65,0.0,0.2,0.6,1.0,0.0,0.0,0.6,0.0,0.2,0.0,0.2
farm1_427_20002297949_eb0c0e91e4_b.jpg,0.4,0.6,0.2,0.0,-0.4,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2
farm1_300_20202582641_519a599c98_b.jpg,0.25,0.0,0.0,-0.2,-0.6,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2
farm1_360_20071967476_04ff71cb17_b.jpg,0.8,0.2,0.6,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.2
farm1_299_19976514438_a123c5a605_b.jpg,0.3,0.2,-0.2,0.2,0.0,-0.6,0.0,-0.4,0.0,0.2,0.0,-0.8
farm1_341_20332627161_a1741b48a0_b.jpg,0.65,0.0,0.2,0.0,1.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0
farm1_263_20014656170_cd378f1d72_b.jpg,0.9,0.0,0.2,0.2,0.8,1.0,0.0,0.8,0.0,0.2,0.0,0.0
farm1_486_19547443723_2c002493e6_b.jpg,0.9,0.2,1.0,0.8,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.8
farm1_530_20092845770_601d2f4c9f_b.jpg,0.75,0.4,0.2,0.4,-0.2,0.6,0.0,0.6,0.0,0.2,0.0,-0.4
farm1_324_19553369263_28299c3d4e_b.jpg,0.5,0.4,0.2,0.0,0.0,0.2,0.0,-0.4,0.2,-0.2,0.0,0.0
farm4_3786_20178385965_4253a74b07_b.jpg,0.55,-0.2,0.2,0.2,0.0,-0.6,0.0,0.6,0.0,0.2,0.0,-0.2
farm1_318_20177558725_55de3c6385_b.jpg,0.3,0.0,0.2,-0.2,-0.4,0.0,0.0,-0.8,0.2,0.0,0.4,0.0
farm1_308_19580843613_cd7320001d_b.jpg,0.55,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,-0.2,0.0,-0.2
farm1_290_20173238352_7e4022db65_b.jpg,0.45,0.2,-0.2,-0.8,0.2,0.2,0.0,-0.6,0.2,0.2,0.0,0.2
farm1_347_19989744589_2d0111f50c_b.jpg,0.3,0.0,0.0,0.2,0.0,-0.2,0.0,0.0,0.0,-0.2,0.0,0.0
farm1_354_20098707895_2706a0328a_b.jpg,0.45,-0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2
farm1_378_19580085844_4792042aeb_b.jpg,0.6,0.0,0.6,0.4,0.0,0.4,0.0,-0.2,0.4,0.0,0.2,0.0
farm1_266_19542969634_b6e00123a9_b.jpg,0.7,0.0,0.4,0.8,0.0,0.4,0.0,0.8,0.0,-0.4,0.0,0.0
farm1_332_20203572515_393162e12e_b.jpg,0.6,-0.2,0.0,0.0,0.4,0.6,0.0,0.8,0.0,0.0,0.0,0.2
farm1_497_19642152684_d4356afb0c_b.jpg,0.3,0.0,0.2,-0.2,-0.2,0.0,0.0,-0.4,0.0,-0.2,0.0,0.2
farm1_284_20169096082_50e321e975_b.jpg,0.6,0.0,0.8,0.2,0.0,0.2,0.0,-0.2,0.0,0.4,0.0,0.4
farm1_388_20207458715_1481aa0a2a_b.jpg,0.6,0.4,-0.2,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2
farm1_281_19977470978_bec73d5768_b.jpg,0.5,0.2,0.2,1.0,-0.2,0.0,0.0,-0.4,0.0,-0.2,0.0,0.2
farm1_368_20145732968_417118cf4d_b.jpg,0.65,0.0,0.6,0.8,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4
farm1_493_20020865558_419bc872e6_b.jpg,0.7,-0.2,0.4,0.2,0.6,0.0,0.0,0.8,0.0,0.6,0.0,0.0
farm1_320_19530661354_b3438b6056_b.jpg,0.1,-0.4,-0.2,-0.6,-0.2,-0.8,0.0,-0.6,0.0,-0.2,0.0,-0.2
farm1_324_20112832081_a7ceb36e5d_b.jpg,0.55,0.0,0.6,0.6,0.0,0.2,0.0,-0.6,0.0,0.0,0.0,0.4
farm1_410_20206681981_c4d2a824e9_b.jpg,0.15,0.0,-0.2,-0.4,0.0,-0.8,0.0,0.0,0.2,-0.2,0.0,-1.0
farm4_3793_19436552954_377c93271c_b.jpg,0.3,0.0,-0.2,0.0,-0.6,-0.6,0.0,-0.4,0.0,-0.2,0.0,-0.8
farm1_259_20290879111_d044159c13_b.jpg,0.3,0.0,-0.4,-0.2,-0.2,0.4,-0.2,0.2,0.0,-0.2,0.0,-0.2
farm1_279_20075305286_d1ecd450da_b.jpg,0.6,0.2,0.6,0.2,0.0,0.2,0.0,-0.4,0.2,0.0,0.0,0.2
farm1_500_20159060282_9515456238_b.jpg,0.35,0.2,0.2,-0.2,-0.2,-0.6,0.0,0.2,0.0,0.0,0.0,-0.4
farm1_325_19569915104_f432473636_b.jpg,0.5,0.2,1.0,0.2,0.0,0.0,0.0,-0.2,0.0,-0.2,0.2,0.2
farm1_291_20280614061_476d44a107_b.jpg,0.75,-0.2,0.2,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.2
farm1_453_19491215524_7fab036ae7_b.jpg,0.55,0.0,0.4,0.0,0.4,-0.2,0.0,0.8,0.0,0.0,0.0,-0.2
farm4_3687_20092471026_b16db2acbf_b.jpg,0.55,-0.4,0.4,0.6,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0
farm1_341_19806297280_0cf6efe9c4_b.jpg,0.5,-0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.4
farm1_337_19534629233_221391ea12_b.jpg,0.65,0.2,0.6,0.8,0.0,0.4,0.0,0.6,0.2,0.6,0.4,-0.4
farm1_344_19577538733_53f72b2296_b.jpg,0.55,0.4,0.6,0.0,0.0,0.2,0.0,-0.4,0.0,0.2,0.0,0.0
farm1_419_19799438650_99a77fdce2_b.jpg,0.45,0.2,0.6,0.2,0.0,-0.2,0.0,-0.8,0.0,0.0,0.0,0.0
farm1_491_20280709181_83d69a4333_b.jpg,0.6,0.0,0.2,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,-0.6
farm1_372_19584267503_dbcfc91d93_b.jpg,0.75,0.0,0.2,0.4,1.0,0.0,0.2,0.6,0.0,0.0,0.0,-0.2
farm1_311_20293085721_015a404445_b.jpg,0.2,0.0,-0.2,-1.0,-0.2,-0.6,0.0,-1.0,0.0,0.0,0.0,-0.2
farm1_272_20007212809_31b2cd3c3f_b.jpg,0.35,0.0,0.0,0.0,0.0,0.2,0.0,-0.6,0.4,0.2,0.0,-0.6
farm1_316_20086034452_5f5a34a81e_b.jpg,0.0,-0.2,-0.6,-0.8,-0.8,-1.0,-0.2,-0.6,0.0,-0.4,0.0,-0.4
farm1_446_20181936681_104bb6e7f4_b.jpg,0.6,0.0,0.4,0.4,0.0,0.4,0.0,-0.4,0.4,0.0,0.0,0.4
farm1_334_20007765120_3a20a612f2_b.jpg,0.25,0.0,-0.4,-0.6,-0.2,-0.8,-0.2,-0.6,0.0,0.0,0.0,-0.2
farm1_294_19969074780_4a1847a169_b.jpg,0.8,0.4,0.6,1.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0
farm1_328_20187239806_29e450b266_b.jpg,0.85,0.0,0.8,1.0,0.0,0.2,0.0,-0.2,0.0,0.2,0.0,0.0
farm1_296_20273333571_a7dfd9d027_b.jpg,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.0,0.2,0.0,0.6
farm1_330_20140193751_ef86021963_b.jpg,0.25,-0.2,0.2,-0.6,0.0,0.2,0.0,-0.4,0.0,0.0,0.0,-0.6
farm1_387_19532389753_bb4465e23f_b.jpg,0.6,0.0,0.4,-0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0
farm1_284_19922960719_cb9a524abc_b.jpg,0.6,0.2,-0.2,0.6,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0
farm1_374_19913351290_3ed1a18c3b_b.jpg,0.2,0.0,0.4,-0.4,-0.4,-1.0,0.0,-0.4,0.0,0.0,0.0,-0.6
farm1_274_19871971320_f9da0b4db4_b.jpg,0.55,0.4,0.6,0.6,0.0,0.4,0.0,0.8,0.0,-0.2,0.0,-0.4
farm1_301_19548834084_08437f87b3_b.jpg,0.5,-0.2,0.2,-0.4,0.0,-0.4,0.0,-0.2,0.0,0.0,0.0,0.0
farm1_316_19581233614_c884c26765_b.jpg,0.45,0.2,0.2,0.6,-0.2,-0.4,0.0,-0.2,0.0,-0.2,0.0,0.2
farm1_528_20158859981_e6eb3ae19a_b.jpg,0.2,-0.4,0.0,-1.0,-0.2,0.0,0.0,-0.6,0.0,0.0,0.0,-0.2
farm1_292_20210950395_95e41907a5_b.jpg,0.65,0.0,0.0,0.6,0.8,-0.2,0.0,0.4,0.0,0.2,0.0,0.4
farm1_294_19909567869_327bca7b39_b.jpg,0.6,0.2,0.4,0.6,0.0,-0.2,0.0,0.2,0.0,-0.2,0.2,0.4
farm1_314_20304197496_d474a48c98_b.jpg,0.45,0.2,0.2,-0.8,0.0,0.4,0.0,-0.2,0.0,0.4,0.0,0.0
farm1_289_20097040479_829c137103_b.jpg,0.8,0.0,0.4,0.6,0.0,0.2,0.0,0.6,0.6,1.0,0.0,-0.2
farm1_327_20082007528_2fdaa788e8_b.jpg,0.55,0.6,0.2,0.2,0.0,0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2
farm1_280_20256848892_dd5525d97b_b.jpg,0.45,-0.2,0.2,-0.4,0.0,-0.2,0.0,0.6,0.0,0.0,0.0,0.2
farm1_482_20141449928_ecaf9b97d4_b.jpg,0.5,-0.2,0.8,0.0,0.4,0.0,0.0,0.4,0.0,-0.2,0.0,0.2
farm1_270_19664495954_8325b4ae48_b.jpg,0.35,-0.4,0.0,-0.4,0.2,-0.6,0.0,-0.4,0.0,0.0,0.0,-0.2
farm1_316_19555165383_6e2a5ec4ee_b.jpg,0.188,-0.2,0.4,0.4,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0
farm1_295_19987541241_baa216a9f7_b.jpg,0.75,0.0,0.4,1.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.6
farm1_370_20152953062_c7e9357fc5_b.jpg,0.25,-0.2,0.2,-0.4,0.0,-0.8,0.0,-1.0,0.0,-0.2,0.0,0.0
farm1_274_19642969463_57c9743742_b.jpg,0.5,0.0,0.0,0.4,0.0,0.2,0.0,-0.2,0.0,-0.2,0.0,0.4
farm1_299_19583693653_28d8654341_b.jpg,0.45,0.0,0.2,0.6,0.0,0.2,0.0,-0.6,0.0,0.0,0.0,-0.6
farm1_287_20084075388_e9759be9f7_b.jpg,0.65,0.0,0.6,0.6,0.0,0.0,0.0,-0.4,0.0,0.2,0.0,0.4
farm1_368_20082083828_9ec0ebda0c_b.jpg,0.65,0.0,0.4,1.0,0.0,0.4,0.0,0.0,0.0,-0.2,0.0,-0.2
farm1_557_20179515362_deb7dba29a_b.jpg,0.4,0.2,0.6,0.4,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,-0.6
farm1_358_20151283336_b9723eb80a_b.jpg,0.75,0.0,0.6,0.6,-0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.8
farm1_262_20087566879_402cf9ffb6_b.jpg,0.65,0.0,0.2,0.8,0.2,0.0,0.0,-0.2,0.4,0.0,0.0,1.0
farm4_3737_20178165596_d679103e6d_b.jpg,0.2,0.0,-0.2,-0.2,-0.4,-0.8,-0.2,-0.2,0.0,-0.2,0.0,-0.2
farm4_3825_20130835561_2bf99926fa_b.jpg,0.65,0.0,0.4,0.8,0.2,0.2,0.0,0.4,0.0,-0.2,0.0,0.4
farm1_335_20266888615_8577b0d8a6_b.jpg,0.55,0.2,0.4,-0.2,-0.4,0.2,0.0,-0.4,0.2,0.0,0.0,0.0
farm4_3768_19995474859_0991f8c7f0_b.jpg,0.3,-0.2,0.0,-1.0,-0.4,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2
farm1_385_20121631611_a597c134c1_b.jpg,0.65,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
farm1_342_19460344303_7aec25efb2_b.jpg,0.5,0.0,0.2,0.0,0.4,-0.4,-0.2,0.2,0.0,0.0,0.0,0.0
farm1_286_19519973493_d9830efca1_b.jpg,0.188,-0.4,-0.4,-0.4,-0.2,-0.8,0.0,0.0,0.0,0.4,0.0,-0.2
farm1_325_20188509591_a6bcedef27_b.jpg,0.438,0.0,-0.4,0.8,-0.4,-0.2,0.0,0.6,0.0,0.0,0.2,0.0
farm1_291_19997875460_cc13b768b4_b.jpg,0.55,0.0,0.6,-0.2,-0.2,0.4,0.0,-0.2,0.0,-0.2,0.0,0.2
farm1_414_19969363499_50c62dc6fd_b.jpg,0.75,0.0,0.6,1.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,-0.2
